Dönem;Pazar;Dil;İş Amacı;Ana Grup;Reklam Hesabı;Para Birimi;Kampanya;Kampanya ID;Kampanya Durumu;Reklam Seti;Set ID;Set Durumu;Optimizasyon;Kampanya Günlük Bütçe;Kampanya Ömür Boyu;Set Günlük Bütçe;Set Ömür Boyu;Gerçekleşen Harcama;Gösterim;Erişim;Tıklama;Form Lead;WhatsApp Lead;Toplam Lead;Ham Mesaj Sonucu;Video İzlenme
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Kamil Dilek;​120250369890950399;ACTIVE;REACH;0;0;100;0;463.7;55740;53132;89;0;0;0;0;3851
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Kemal Köroğlu;​120250370742110399;ACTIVE;REACH;0;0;100;0;2325.69;256793;225549;194;0;0;0;0;9429
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Kemal Köroğlu;​120250370742110399;ACTIVE;REACH;0;0;100;0;472.84;55813;53481;37;0;0;0;0;2209
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Mehmet Bayrak;​120250370795600399;ACTIVE;REACH;0;0;100;0;2264.72;256682;211455;238;0;0;0;0;10766
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Mehmet Bayrak;​120250370795600399;ACTIVE;REACH;0;0;100;0;452.33;54826;51537;78;0;0;0;0;2735
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Mehmet Renan Özakgün;​120250370209780399;ACTIVE;REACH;0;0;100;0;2362.03;259337;233762;95;0;0;0;0;9625
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Mehmet Renan Özakgün;​120250370209780399;ACTIVE;REACH;0;0;100;0;445.94;52327;51301;19;0;0;0;0;2227
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Melike Yıldırım;​120250373494480399;ACTIVE;REACH;0;0;100;0;2336.44;259792;243130;149;0;0;0;0;10271
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Melike Yıldırım;​120250373494480399;ACTIVE;REACH;0;0;100;0;458.92;55988;55988;71;0;0;0;0;2919
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Meltem Öner;​120250013535020399;ACTIVE;REACH;0;0;100;0;2378.55;260977;241940;189;0;0;0;0;8108
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Meltem Öner;​120250013535020399;ACTIVE;REACH;0;0;100;0;465.46;54558;54426;39;0;0;0;0;1819
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Merve Kahraman;​120250373606480399;ACTIVE;REACH;0;0;100;0;2295.33;257979;214419;238;0;0;0;0;15300
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Merve Kahraman;​120250373606480399;ACTIVE;REACH;0;0;100;0;461.18;56020;52111;48;0;0;0;0;3735
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Mete Şişman;​120250016550420399;ACTIVE;REACH;0;0;100;0;2342.22;255776;229850;132;0;0;0;0;8456
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Mete Şişman;​120250016550420399;ACTIVE;REACH;0;0;100;0;466.98;54476;52865;24;0;0;0;0;2159
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Murat Pekgöz;​120250014089650399;ACTIVE;REACH;0;0;100;0;2336.96;256805;245714;61;0;0;0;0;8378
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Murat Pekgöz;​120250014089650399;ACTIVE;REACH;0;0;100;0;476.39;55784;55784;14;0;0;0;0;1988
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Nejat Bıyıklı;​120250013155480399;ACTIVE;REACH;0;0;100;0;2282.98;254717;214595;350;0;0;0;0;13985
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Nejat Bıyıklı;​120250013155480399;ACTIVE;REACH;0;0;100;0;471.21;55757;54243;78;0;0;0;0;3292
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Nesibe Gül Yüksel Aslıer;​120252512656600399;ACTIVE;REACH;0;0;100;0;2313.18;257061;245041;114;0;0;0;0;11446
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Nesibe Gül Yüksel Aslıer;​120252512656600399;ACTIVE;REACH;0;0;100;0;466.93;55291;55291;25;0;0;0;0;2755
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Osman Tiryakioğlu;​120252512242560399;ACTIVE;REACH;0;0;100;0;2326.99;258185;233558;98;0;0;0;0;9975
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Osman Tiryakioğlu;​120252512242560399;ACTIVE;REACH;0;0;100;0;457.64;54279;52073;16;0;0;0;0;2663
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Ömer Yalkın;​120250017034220399;ACTIVE;REACH;0;0;100;0;2368.68;258895;235253;205;0;0;0;0;9954
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Ömer Yalkın;​120250017034220399;ACTIVE;REACH;0;0;100;0;467.89;55358;53524;61;0;0;0;0;2774
Temmuz 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Önder Akkaya;​120250370266480399;ACTIVE;REACH;0;0;100;0;2273.04;253038;212066;200;0;0;0;0;9955
Ağustos 2026;Yerli;Türkçe;Bilinirlik / İzlenme / Trafik;Doktor Kampanyası;Doruk Hastaneleri - SİNA ÖZEL Sağlık Hizmetleri A.ş;TRY;Doktor - Bilinirlik Kampanyası - Nilüfer;​120249061996540399;ACTIVE;nilüfer - Önder Akkaya;​120250370266480399;ACTIVE;REACH;0;0;100;0;471.77;56095;52699;48;0;0;0;0;2627
